year_month,brand,avg_review_rating,total_reviews
2013-07,BF Systems,5.0,2
2013-07,Spicy Spot,5.0,1
2013-07,BWT,5.0,1
2013-07,As Seen On TV,5.0,1
2013-07,Boutique Cutie,5.0,1
2013-07,Stompeez,5.0,1
2013-07,TrendsBlue,5.0,1
2013-07,007Lingerie,5.0,2
2013-07,Clothes Effect,5.0,1
2013-07,Plastics Made in U.S.A.,5.0,1
2013-07,Creative Education of Canada,5.0,1
2013-07,Bags for Less,5.0,1
2013-07,PUMA,5.0,1
2013-07,MLC Eyewear,5.0,2
2013-07,Fashion Victim,5.0,1
2013-07,Authentic stud earrings,5.0,2
2013-07,ShoppeWatch,5.0,3
2013-07,Come 2 Buy,5.0,3
2013-07,Zenana Outfitters,5.0,2
2013-07,Kenneth Cole New York,5.0,1
2013-07,US TOY GROUP LLC,5.0,1
2013-07,Private Island,5.0,1
2013-07,Dansko,5.0,1
2013-07,Meltonian,5.0,3
2013-07,Ovalbuy,5.0,1
2013-07,Sofishie,5.0,1
2013-07,Music Legs,5.0,1
2013-07,Comfees,5.0,1
2013-07,Soho Girls,5.0,1
2013-07,BodyZone Apparel,5.0,4
2013-07,Diplomat,5.0,2
2013-07,Fashion First Aid,5.0,2
2013-07,Olympia,5.0,10
2013-07,WIIPU,5.0,1
2013-07,outlet,5.0,1
2013-07,Timex Watch Bands,5.0,2
2013-07,ShedRain,5.0,1
2013-07,Crocs,5.0,2
2013-07,Wilton,5.0,1
2013-07,Fitovers,5.0,1
2013-07,BodyJ4You - Tongue Rings,5.0,1
2013-07,Envirosax,5.0,1
2013-07,AES Outdoors,5.0,1
2013-07,California Pak,5.0,1
2013-07,Dynarex,5.0,1
2013-07,Sleepyville Critters,5.0,1
2013-07,Balanzza,5.0,1
2013-07,Maxchic,5.0,1
2013-07,Little Adventures,5.0,2
2013-07,Embassy,5.0,1
2013-07,Animewild,5.0,1
2013-07,Dickies Occupational Workwear,5.0,2
2013-07,Valuable Gifts,5.0,1
2013-07,SK Hat shop,5.0,1
2013-07,Acczilla,5.0,1
2013-07,Dopp,5.0,2
2013-07,Edwards Gifts Online,5.0,1
2013-07,Lock Laces,5.0,5
2013-07,Overland Equipment,5.0,1
2013-07,Umbra,5.0,2
2013-07,Lenox,5.0,1
2013-07,Suncloud,5.0,1
2013-07,Wholesale LOCS DG XLOOP CHOPPERS,5.0,1
2013-07,Angelina,5.0,4
2013-07,Vantasy,5.0,3
2013-07,"US Acrylic, LLC",5.0,1
2013-07,BodyJ4You - Jewelry Sets,5.0,3
2013-07,Cocoons,5.0,3
2013-07,Weiman,5.0,1
2013-07,Move&amp;Moving,5.0,2
2013-07,PropAnime,5.0,1
2013-07,MyGift,5.0,2
2013-07,elope,5.0,5
2013-07,Crystal Case,5.0,1
2013-07,Trademark Home,5.0,1
2013-07,Etekcity,5.0,1
2013-07,AMPM24,5.0,1
2013-07,District Threads,5.0,1
2013-07,MICHAEL Michael Kors,5.0,2
2013-07,Century Novelty,5.0,1
2013-07,Master Lock,5.0,2
2013-07,Vera Bradley,5.0,8
2013-07,taylor,5.0,1
2013-07,JK,5.0,1
2013-07,others,5.0,1
2013-07,Wildkin,5.0,1
2013-07,Polo Ralph Lauren,5.0,1
2013-07,Hee Grand,5.0,3
2013-07,NYfashion101,5.0,1
2013-07,Apparel Force,5.0,1
2013-07,Cloud9Shopping,5.0,1
2013-07,Renineic,5.0,1
2013-07,Maidenform,5.0,2
2013-07,Connoisseurs,5.0,2
2013-07,Herschel Supply Co.,5.0,1
2013-07,Lowepro,5.0,3
2013-07,Victorinox,5.0,1
2013-07,Bigworld jewelry,5.0,2
2013-07,Condor Outdoors,5.0,1
2013-07,Delsey Luggage,5.0,1
2013-07,Stephen Joseph,5.0,2
2013-07,UnCommon Artistry,5.0,1
2013-07,sourcingmap,5.0,2
2013-07,Coobie,5.0,1
2013-07,Prestige,5.0,1
2013-07,AO Eyewear,5.0,2
2013-07,hypoallergenic earrings,5.0,2
2013-07,Zehui,5.0,1
2013-07,Umo Lorenzo,5.0,1
2013-07,Competition,5.0,1
2013-07,BNF,5.0,1
2013-07,Okabashi,5.0,1
2013-07,Nike Golf,5.0,2
2013-07,MJ Boutique,5.0,1
2013-07,Blitz USA,5.0,2
2013-07,Tosca,5.0,3
2013-07,Dona Michi,5.0,1
2013-07,Sofia the First,5.0,2
2013-07,PrettyHotStuff,5.0,1
2013-07,Diesel,5.0,1
2013-07,VooDoo Tactical,5.0,1
2013-07,Poster Discount,5.0,1
2013-07,Style Vault,5.0,1
2013-07,Augusta,5.0,1
2013-07,LOCOMO Leggings,5.0,1
2013-07,Sock It To Me,5.0,4
2013-07,DESIGN GO,5.0,1
2013-07,Yesurprise,5.0,1
2013-07,BodyJ4You - Belly Rings,5.0,2
2013-07,Kirkland Signature,5.0,1
2013-07,Northern Labs,5.0,1
2013-07,DMM,5.0,1
2013-07,Coquette,5.0,1
2013-07,GNG,5.0,2
2013-07,Eli Fashion,5.0,1
2013-07,RG,5.0,3
2013-07,Leighton Umbrellas,5.0,1
2013-07,Lucky Electronics,5.0,1
2013-07,Islandoffer,5.0,2
2013-07,Kipling,5.0,3
2013-07,Wise Guy Productions,5.0,1
2013-07,Sesame Street,5.0,1
2013-07,BigbigMall,5.0,1
2013-07,Tarrago,5.0,1
2013-07,Minecraft,5.0,1
2013-07,NEFF,5.0,1
2013-07,Trumpette,5.0,1
2013-07,Orient,5.0,2
2013-07,BUNNYY,5.0,1
2013-07,VH Apparel - Grippem,5.0,1
2013-07,Godinger,5.0,1
2013-07,Kendall Drive,5.0,2
2013-07,Dritz,5.0,1
2013-07,Best Choice Products,5.0,1
2013-07,Sabrina Silver,5.0,2
2013-07,KBW GLOBAL CORP,5.0,3
2013-07,Whimsical Watches,5.0,1
2013-07,BabyVision,5.0,1
2013-07,Skagen,5.0,2
2013-07,Monkey Business Sports,5.0,1
2013-07,Daron,5.0,1
2013-07,Capezio,5.0,1
2013-07,Sugarlips,5.0,1
2013-07,LeSportsac,5.0,3
2013-07,Citizen,5.0,9
2013-07,Kidoozie,5.0,1
2013-07,Smiffy&#39;s,5.0,1
2013-07,Quality Brand,5.0,3
2013-07,Tommy Bahama,5.0,2
2013-07,EVS Sports,5.0,1
2013-07,Mundi,5.0,3
2013-07,Suunto,5.0,1
2013-07,Pacific Coast Sunglasses,5.0,2
2013-07,Zenana,5.0,2
2013-07,Perry Suspenders,5.0,1
2013-07,DM Merchandising,5.0,1
2013-07,Ivory Falcon,5.0,2
2013-07,Star,5.0,3
2013-07,Clearly Charming,5.0,1
2013-07,Amour,4.88,8
2013-07,Michael Kors,4.87,15
2013-07,niceEshop,4.86,14
2013-07,Nike,4.86,7
2013-07,Green Toys,4.83,6
2013-07,niceeshop(TM),4.83,6
2013-07,Buxton,4.83,6
2013-07,KS,4.83,6
2013-07,Croakies,4.8,5
2013-07,Columbia,4.8,5
2013-07,American Tourister,4.8,5
2013-07,FindingKing,4.8,5
2013-07,Rssp,4.8,5
2013-07,Samsonite,4.79,14
2013-07,Nine West,4.75,4
2013-07,Superfeet,4.75,4
2013-07,Traveler&#39;s Choice,4.75,4
2013-07,Levi&#39;s,4.75,4
2013-07,Stuhrling Original,4.75,4
2013-07,Anne Klein,4.7,10
2013-07,GGI INTERNATIONAL,4.7,10
2013-07,Mud Pie,4.67,3
2013-07,Foot Traffic,4.67,6
2013-07,Armitron,4.67,3
2013-07,Handy Solutions,4.67,3
2013-07,ExtremePak,4.67,3
2013-07,Weiheng,4.67,3
2013-07,ESS,4.67,3
2013-07,K. Bell Socks,4.67,3
2013-07,Jovivi,4.67,3
2013-07,Ginkgo,4.67,3
2013-07,FRAMEWORK,4.67,3
2013-07,Melissa &amp; Doug,4.67,6
2013-07,Timex,4.65,51
2013-07,Pacsafe,4.63,8
2013-07,JanSport,4.6,5
2013-07,Champion,4.6,5
2013-07,MG,4.6,5
2013-07,boxed-gifts,4.56,9
2013-07,Carhartt,4.55,20
2013-07,Leg Avenue,4.53,15
2013-07,AM Landen,4.5,2
2013-07,Shop123go-Tote Bag,4.5,2
2013-07,King Jewelry,4.5,4
2013-07,Shagwear,4.5,2
2013-07,Nautica,4.5,2
2013-07,Armitron Sport,4.5,6
2013-07,Tamis Place,4.5,2
2013-07,Vital ID,4.5,2
2013-07,High Sierra,4.5,6
2013-07,Gerber,4.5,2
2013-07,Alex and Ani,4.5,6
2013-07,Fossil,4.5,2
2013-07,"THE ICE EMPIRE JEWELRY, LLC",4.5,2
2013-07,adidas,4.5,2
2013-07,Earrings,4.5,2
2013-07,Under Armour,4.5,6
2013-07,HUE,4.5,2
2013-07,Eagle Creek,4.5,6
2013-07,Xpressports,4.5,4
2013-07,Sanuk,4.5,4
2013-07,Neewer,4.5,2
2013-07,Hasbro,4.5,2
2013-07,Port &amp; Company,4.5,2
2013-07,Bulova,4.5,4
2013-07,Casio,4.49,76
2013-07,Seiko,4.46,13
2013-07,Travelon,4.46,13
2013-07,Scala,4.43,7
2013-07,JewelrieShop,4.43,14
2013-07,Sloggers,4.42,19
2013-07,1928 Jewelry,4.4,5
2013-07,Speedo,4.4,5
2013-07,ELLAZHU,4.4,5
2013-07,Dickies,4.38,8
2013-07,Thule,4.38,8
2013-07,Everest,4.33,3
2013-07,Flirtzy,4.33,6
2013-07,Dabung,4.33,9
2013-07,Fun Express,4.33,3
2013-07,Hunnt,4.33,3
2013-07,Bling Jewelry,4.33,6
2013-07,ISOTONER,4.33,3
2013-07,J.L. Childress,4.33,3
2013-07,Alivila.Y Fashion Lingerie,4.33,3
2013-07,beltiscool,4.33,3
2013-07,Caddy Bay Collection,4.33,3
2013-07,World Traveler,4.33,3
2013-07,Lewis N. Clark,4.33,24
2013-07,Geneva,4.32,34
2013-07,SODIAL,4.31,13
2013-07,Arm2teeth,4.3,10
2013-07,Invicta,4.29,24
2013-07,Jewelry King,4.29,7
2013-07,Rhode Island Novelty,4.29,7
2013-07,DG Eyewear,4.27,11
2013-07,Not Mapped,4.26,8081
2013-07,OGIO,4.25,4
2013-07,Totes,4.25,12
2013-07,AQY,4.25,4
2013-07,BlueTop,4.22,9
2013-07,Tommy Hilfiger,4.22,9
2013-07,Hanes,4.17,12
2013-07,Rubie&#39;s Costume Co,4.17,6
2013-07,Rothco,4.17,18
2013-07,MBOX,4.17,6
2013-07,Ninimour,4.17,6
2013-07,Marshal,4.13,8
2013-07,SODIAL(TM),4.0,1
2013-07,Pulsar,4.0,1
2013-07,Axis,4.0,1
2013-07,Original Looks,4.0,1
2013-07,Generic,4.0,17
2013-07,QLook,4.0,1
2013-07,Zicac,4.0,1
2013-07,TrailHeads,4.0,1
2013-07,pay4save&reg;,4.0,1
2013-07,ShoeLacesExpress,4.0,2
2013-07,KANO BAK,4.0,2
2013-07,Wisedeal,4.0,2
2013-07,Shoe GOO,4.0,2
2013-07,Paper Magic,4.0,1
2013-07,Amazon Curated Collection,4.0,3
2013-07,Canyon Rose,4.0,1
2013-07,Hero&#39;s Pride,4.0,1
2013-07,Gift Warehouse,4.0,2
2013-07,SilverBin,4.0,11
2013-07,Wigwam,4.0,1
2013-07,Card Guard,4.0,1
2013-07,HAZARD 4,4.0,1
2013-07,LEGO,4.0,2
2013-07,Chef Works,4.0,2
2013-07,humangear,4.0,2
2013-07,Seasonwind,4.0,2
2013-07,Cotton Cantina,4.0,2
2013-07,J World New York,4.0,1
2013-07,JapanBargain,4.0,1
2013-07,J. Furmani,4.0,1
2013-07,Hello Kitty,4.0,4
2013-07,5.11,4.0,1
2013-07,KLOUD City,4.0,1
2013-07,Dreamgirl,4.0,3
2013-07,CLC Rain Wear,4.0,2
2013-07,Mardi Gras World,4.0,1
2013-07,Beauty Life,4.0,1
2013-07,Johnson S C Inc,4.0,2
2013-07,Ensign,4.0,1
2013-07,Maddak Inc.,4.0,1
2013-07,VOS,4.0,1
2013-07,Block Buster Costumes,4.0,1
2013-07,Marc by Marc Jacobs,4.0,3
2013-07,Vidal Sassoon,4.0,1
2013-07,Pretty Polly,4.0,1
2013-07,Army Universe,4.0,1
2013-07,Baggallini,4.0,11
2013-07,GMP,4.0,1
2013-07,Bud K,4.0,2
2013-07,Chic &amp; Cozy,4.0,1
2013-07,Sorbothane,4.0,1
2013-07,Nippies by Bristols Six,4.0,1
2013-07,BodyJ4You - Gauges Kit,4.0,1
2013-07,Pretty Necklace,4.0,1
2013-07,Euro Tool,4.0,1
2013-07,Oakley,4.0,5
2013-07,biwin-novelty,4.0,1
2013-07,Plaza Astoria,4.0,1
2013-07,Star Wars,4.0,1
2013-07,KINGMAN.INC,4.0,1
2013-07,Household Essentials,4.0,1
2013-07,Luxury Divas,4.0,9
2013-07,Mighty Wallet,4.0,1
2013-07,Ray-Ban,3.92,13
2013-07,SE,3.9,10
2013-07,CTM,3.86,7
2013-07,Elegant Moments,3.83,6
2013-07,Unknown,3.81,16
2013-07,Bravo-Fit,3.8,5
2013-07,H2W,3.8,10
2013-07,XOXO,3.8,10
2013-07,Flying Fisherman,3.78,9
2013-07,beautyshow,3.75,4
2013-07,Bundle Monster,3.73,11
2013-07,Dockers,3.71,7
2013-07,Fruit of the Loom,3.67,3
2013-07,NECA,3.67,3
2013-07,Gold Toe,3.67,3
2013-07,World Pride,3.6,5
2013-07,California Costumes,3.5,2
2013-07,Toogoo,3.5,2
2013-07,The Big Bang Theory,3.5,2
2013-07,Paul &amp; Taylor,3.5,2
2013-07,Beadaholique,3.5,2
2013-07,Nufoot,3.5,4
2013-07,Kenneth Cole REACTION,3.47,15
2013-07,Rockland,3.43,7
2013-07,Allegra K,3.42,12
2013-07,Roma Leathers,3.33,3
2013-07,SEGG,3.33,3
2013-07,Shoegoo,3.25,4
2013-07,Private Label,3.25,4
2013-07,Bonamart,3.2,5
2013-07,Handmade,3.0,2
2013-07,Oryer,3.0,1
2013-07,ASICS,3.0,1
2013-07,"Victorian Heart Co., Inc.",3.0,1
2013-07,Spec.-Ops. Brand,3.0,1
2013-07,Austin House,3.0,1
2013-07,AMC,3.0,1
2013-07,Coool,3.0,1
2013-07,Forum Novelties,3.0,4
2013-07,Tifosi,3.0,2
2013-07,Shirley of Hollywood,3.0,2
2013-07,Yang Jewelry,3.0,3
2013-07,cool2day,3.0,4
2013-07,Disguise Costumes,3.0,1
2013-07,Galaxy Army Navy,3.0,2
2013-07,VANIUX,3.0,1
2013-07,VIP BOUTIQUE,3.0,1
2013-07,YouYouPifa,3.0,3
2013-07,Firefly,3.0,1
2013-07,Intimates21,3.0,3
2013-07,The Vatican Library Collection,3.0,1
2013-07,AmeriBag,3.0,1
2013-07,WAWO,3.0,1
2013-07,Urban Boundaries Eyewear,3.0,3
2013-07,Braza,2.57,7
2013-07,San Diego Hat Company,2.5,6
2013-07,Maxam,2.5,2
2013-07,FASH Limited,2.5,2
2013-07,Kiwi,2.33,3
2013-07,Bare Escentuals,2.33,3
2013-07,Cami Secret,2.0,1
2013-07,HJS,2.0,1
2013-07,Babysoy,2.0,1
2013-07,WHMAXIM,2.0,2
2013-07,Global Vision Eyewear,2.0,1
2013-07,W. J. Hagerty,2.0,1
2013-07,Foot Petals,2.0,1
2013-07,Vine Branch,2.0,1
2013-07,eyewear,2.0,1
2013-07,UnBra,2.0,1
2013-07,It&#39;s You Babe,2.0,1
2013-07,Rabbit Rachel,2.0,1
2013-07,Online-Welcome,1.0,1
2013-07,KANGAROO KEEPER,1.0,1
2013-07,Jade Onlines,1.0,1
2013-07,JSP,1.0,1
2013-07,ALLUP,1.0,1
2013-07,Doctor Who,1.0,1
2013-07,Greatlookz,1.0,1
2013-07,Laura Milnor Iverson,1.0,2
2013-07,Dreamy house,1.0,1
2013-07,Plum Feathers,1.0,1
2013-06,FenyStore,5.0,1
2013-06,BellyLady,5.0,2
2013-06,elope,5.0,2
2013-06,LibbySue,5.0,1
2013-06,High Style,5.0,1
2013-06,Tinsley Transfers,5.0,1
2013-06,Hunnt,5.0,1
2013-06,Beading Station,5.0,1
2013-06,UGG,5.0,3
2013-06,Dillon,5.0,1
2013-06,ISOTONER,5.0,1
2013-06,FootFitter,5.0,3
2013-06,Mirrotek,5.0,1
2013-06,ShedRain,5.0,1
2013-06,Accoutrements,5.0,1
2013-06,Zad,5.0,1
2013-06,Fruit of the Loom,5.0,1
2013-06,Dritz,5.0,3
2013-06,Bulova,5.0,3
2013-06,Star Wars,5.0,2
2013-06,DARQUE,5.0,1
2013-06,Cocoons,5.0,2
2013-06,K. Alexander,5.0,1
2013-06,Gucci,5.0,1
2013-06,Fullness,5.0,1
2013-06,Queen Accessories,5.0,1
2013-06,EVI,5.0,1
2013-06,JapanBargain,5.0,1
2013-06,World Pride,5.0,3
2013-06,Embassy,5.0,1
2013-06,Beverly Hills Country Club,5.0,1
2013-06,Gift Warehouse,5.0,1
2013-06,Paul &amp; Taylor,5.0,1
2013-06,Julbo,5.0,3
2013-06,Locs,5.0,1
2013-06,DM,5.0,1
2013-06,Scarecrow,5.0,1
2013-06,Crystal Case,5.0,1
2013-06,Jockey,5.0,1
2013-06,Custom Leathercraft,5.0,1
2013-06,Quality Brand,5.0,1
2013-06,"Siskiyou Gifts Co, Inc.",5.0,1
2013-06,QCI Direct,5.0,1
2013-06,BodyZone Apparel,5.0,2
2013-06,Godinger,5.0,1
2013-06,IDS,5.0,1
2013-06,Dakota,5.0,2
2013-06,SACAS,5.0,1
2013-06,Luvable Friends,5.0,4
2013-06,ESS,5.0,2
2013-06,InterDesign,5.0,1
2013-06,Nippies by Bristols Six,5.0,2
2013-06,Tosca,5.0,1
2013-06,imixlot,5.0,1
2013-06,US Flag Store,5.0,1
2013-06,Block Buster Costumes,5.0,1
2013-06,Smoke Mart,5.0,2
2013-06,Injinji,5.0,1
2013-06,Caddy Bay Collection,5.0,2
2013-06,Taymor Industries,5.0,1
2013-06,DC Comics,5.0,2
2013-06,Franco American Novelty Company,5.0,1
2013-06,The North Face,5.0,1
2013-06,Bella,5.0,2
2013-06,Mele,5.0,1
2013-06,BrazaBra,5.0,2
2013-06,Household Essentials,5.0,1
2013-06,Whimsical Watches,5.0,1
2013-06,Allen Edmonds,5.0,1
2013-06,iSonic,5.0,1
2013-06,brandbuy,5.0,1
2013-06,Floto,5.0,1
2013-06,Apex Healthcare Products,5.0,1
2013-06,BetterLifeABC,5.0,1
2013-06,Michael Kors,5.0,4
2013-06,Austin House,5.0,1
2013-06,Sabrina Silver,5.0,1
2013-06,Heelix,5.0,1
2013-06,California Costumes,5.0,1
2013-06,LeSportsac,5.0,1
2013-06,Alivila.Y Fashion Lingerie,5.0,1
2013-06,AMC,5.0,2
2013-06,Rogue,5.0,1
2013-06,NECA,5.0,2
2013-06,Umbra,5.0,1
2013-06,Shoe GOO,5.0,3
2013-06,HICKIES,5.0,1
2013-06,Zenana Outfitters,5.0,1
2013-06,Four Seasons,5.0,1
2013-06,Scala,5.0,4
2013-06,Ovalbuy,5.0,3
2013-06,AKONA,5.0,1
2013-06,W. J. Hagerty,5.0,1
2013-06,Travelers Club Luggage,5.0,1
2013-06,Seasonwind,5.0,1
2013-06,Portal 2,5.0,1
2013-06,Pearl iZUMi,5.0,1
2013-06,SparklyCrystal,5.0,1
2013-06,Fossil,5.0,1
2013-06,Greatlookz,5.0,2
2013-06,Nancy&#39;s,5.0,1
2013-06,Storus Corporation,5.0,1
2013-06,BodyJ4You - Gauges Kit,5.0,1
2013-06,London Fog,5.0,1
2013-06,Demdaco,5.0,2
2013-06,BlueTop,5.0,3
2013-06,Timbuk2,5.0,1
2013-06,Coquette,5.0,1
2013-06,Ian and Valeri Co.,5.0,3
2013-06,Frontier Fashion,5.0,1
2013-06,MLC Eyewear,5.0,1
2013-06,Bioworld,5.0,2
2013-06,FineBrandShop,5.0,2
2013-06,Sakkas,5.0,1
2013-06,Speedo,5.0,2
2013-06,SmallToys,5.0,1
2013-06,Optic Nerve,5.0,2
2013-06,Jacob Alexander,5.0,1
2013-06,MICHAEL Michael Kors,5.0,2
2013-06,Bfloweryan,5.0,1
2013-06,Sweetheart Slips,5.0,1
2013-06,Pop Tease,5.0,1
2013-06,Nickelodeon,5.0,1
2013-06,Disney,5.0,1
2013-06,Style Vault,5.0,1
2013-06,Cosmetic Bag,5.0,1
2013-06,MBOX,5.0,2
2013-06,Body Candy,5.0,1
2013-06,Star,5.0,2
2013-06,AO Eyewear,5.0,1
2013-06,Coool,5.0,1
2013-06,i play.,5.0,1
2013-06,The Orb Factory,5.0,1
2013-06,Under Armour,5.0,3
2013-06,Canyon Rose,5.0,1
2013-06,Lil Princess,5.0,1
2013-06,Swiss Legend,5.0,1
2013-06,Century Novelty,5.0,1
2013-06,DG Eyewear,5.0,5
2013-06,On-Time,5.0,1
2013-06,Blue Q,5.0,1
2013-06,GNG,5.0,1
2013-06,Valuable Gifts,5.0,1
2013-06,N.Y.C.,5.0,1
2013-06,Islandoffer,5.0,4
2013-06,Victorinox,5.0,4
2013-06,Fun Daisy Jewelry,5.0,1
2013-06,Oyang,5.0,1
2013-06,Ultrasonic,5.0,1
2013-06,FindingKing,5.0,4
2013-06,Newport Blvd,5.0,1
2013-06,Chicastic,5.0,1
2013-06,Delsey Luggage,5.0,1
2013-06,Authentic stud earrings,5.0,1
2013-06,New Balance,5.0,1
2013-06,Symphony Designs,5.0,1
2013-06,Renineic,5.0,2
2013-06,Chic Citizen,5.0,1
2013-06,Plastics Made in U.S.A.,5.0,1
2013-06,integritycherry,5.0,1
2013-06,ACC,5.0,1
2013-06,AES Outdoors,5.0,1
2013-06,Sanuk,5.0,1
2013-06,Stompeez,5.0,1
2013-06,ENVY BODY SHOP,5.0,1
2013-06,Beauty Life,5.0,1
2013-06,Bravofun,5.0,1
2013-06,VANIUX,5.0,1
2013-06,Trademark Home,5.0,1
2013-06,eyewear,5.0,1
2013-06,Travelpro,5.0,1
2013-06,Skyway,5.0,1
2013-06,LOCOMO Leggings,5.0,1
2013-06,Majestic International,5.0,1
2013-06,MyEyeglassCase,5.0,1
2013-06,Cosmos,5.0,1
2013-06,SOLE,5.0,1
2013-06,OTC,5.0,2
2013-06,Shop123go-Sporty/Travel,5.0,2
2013-06,Foot Petals,5.0,1
2013-06,Sandpiper of California,5.0,1
2013-06,Port Authority,5.0,1
2013-06,Handy Solutions,5.0,1
2013-06,UniformTux,5.0,1
2013-06,SODIAL,4.9,10
2013-06,Invicta,4.86,29
2013-06,Citizen,4.86,7
2013-06,adidas,4.83,6
2013-06,Hello Kitty,4.83,6
2013-06,MG,4.8,5
2013-06,Coobie,4.8,5
2013-06,Sloggers,4.79,14
2013-06,Jacobson Hat Company,4.75,4
2013-06,Green Toys,4.75,4
2013-06,Buxton,4.75,4
2013-06,niceeshop(TM),4.75,4
2013-06,Anne Klein,4.75,8
2013-06,Sock It To Me,4.75,4
2013-06,Nike,4.75,4
2013-06,Nautica,4.75,4
2013-06,MapofBeauty,4.67,3
2013-06,Amazon Curated Collection,4.67,3
2013-06,boxed-gifts,4.67,6
2013-06,Oakley,4.67,3
2013-06,DM Merchandising,4.67,3
2013-06,Levi&#39;s,4.67,3
2013-06,Crocs,4.67,3
2013-06,L&#39;eggs,4.67,3
2013-06,Dreamgirl,4.67,3
2013-06,Braza,4.67,6
2013-06,Jewelry King,4.63,8
2013-06,Kiwi,4.63,8
2013-06,Carhartt,4.6,25
2013-06,XOXO,4.6,5
2013-06,Lewis N. Clark,4.6,10
2013-06,Travelon,4.53,17
2013-06,Timex,4.52,42
2013-06,Casio,4.51,61
2013-06,Smiffy&#39;s,4.5,2
2013-06,Urban Boundaries Eyewear,4.5,6
2013-06,Traveler&#39;s Choice,4.5,4
2013-06,US Toy,4.5,2
2013-06,CLC Rain Wear,4.5,2
2013-06,Luxury Divas,4.5,10
2013-06,Stuhrling Original,4.5,8
2013-06,HUE,4.5,2
2013-06,NEFF,4.5,2
2013-06,Dickies,4.5,14
2013-06,Baggallini,4.5,6
2013-06,San Diego Hat Company,4.5,2
2013-06,Elegant Moments,4.5,2
2013-06,1928 Jewelry,4.5,4
2013-06,Rssp,4.5,4
2013-06,Dr. Martens,4.5,2
2013-06,The Sak,4.5,4
2013-06,Superfeet,4.5,4
2013-06,Edwards Gifts Online,4.5,2
2013-06,Melissa &amp; Doug,4.5,6
2013-06,High Sierra,4.5,6
2013-06,Umo Lorenzo,4.5,2
2013-06,Vera Bradley,4.5,4
2013-06,JewelrieShop,4.5,6
2013-06,.925 Collection,4.5,2
2013-06,Lock Laces,4.5,2
2013-06,WIIPU,4.5,2
2013-06,K. Bell Socks,4.5,2
2013-06,Masterpiece Studios,4.5,2
2013-06,Pacsafe,4.45,11
2013-06,Alex and Ani,4.43,7
2013-06,Seiko,4.42,19
2013-06,JanSport,4.4,5
2013-06,TrendsBlue,4.4,5
2013-06,Olympia,4.4,10
2013-06,FASH Limited,4.4,5
2013-06,Leg Avenue,4.38,16
2013-06,Allegra K,4.38,8
2013-06,Dabung,4.33,12
2013-06,Darice,4.33,3
2013-06,Eagle Creek,4.33,3
2013-06,Ray-Ban,4.33,12
2013-06,Rubie&#39;s Costume Co,4.33,9
2013-06,Marshal,4.33,6
2013-06,Rockland,4.33,6
2013-06,DMM,4.33,3
2013-06,SE,4.32,19
2013-06,Gold Toe,4.29,7
2013-06,Not Mapped,4.28,7400
2013-06,Dockers,4.25,4
2013-06,Rothco,4.23,13
2013-06,Amour,4.22,9
2013-06,Kuldip,4.2,5
2013-06,Intimates21,4.2,5
2013-06,Columbia,4.14,7
2013-06,niceEshop,4.14,7
2013-06,Geneva,4.04,23
2013-06,Kenneth Cole New York,4.0,1
2013-06,Marvel&#39;s Captain America,4.0,1
2013-06,Thule,4.0,4
2013-06,kate spade new york,4.0,1
2013-06,cool2day,4.0,2
2013-06,ECCO,4.0,1
2013-06,Marc by Marc Jacobs,4.0,1
2013-06,Bonamart,4.0,3
2013-06,RoadPro,4.0,1
2013-06,Dickies Occupational Workwear,4.0,1
2013-06,Venus Jewelry,4.0,1
2013-06,Bolle,4.0,1
2013-06,Peacock Jewelry,4.0,1
2013-06,Port &amp; Company,4.0,1
2013-06,Sorbothane,4.0,1
2013-06,Everest,4.0,3
2013-06,Turtle Fur,4.0,1
2013-06,Jade Onlines,4.0,1
2013-06,Nine West,4.0,3
2013-06,FRAMEWORK,4.0,2
2013-06,Fila,4.0,1
2013-06,Nathan,4.0,1
2013-06,Trailmaker,4.0,1
2013-06,The Displayer,4.0,2
2013-06,KS,4.0,1
2013-06,Perry Suspenders,4.0,1
2013-06,BWT,4.0,1
2013-06,AmeriBag,4.0,2
2013-06,Handmade,4.0,1
2013-06,BOOB-EEZ,4.0,1
2013-06,We Love Colors,4.0,2
2013-06,zstyle,4.0,1
2013-06,Shop123go-Tote Bag,4.0,2
2013-06,World Traveler,4.0,6
2013-06,Red Jays Co.,4.0,2
2013-06,Yesurprise,4.0,1
2013-06,Rhode Island Novelty,4.0,6
2013-06,No Brand,4.0,1
2013-06,Tulumba,4.0,1
2013-06,BNF,4.0,1
2013-06,Zad Jewelry,4.0,1
2013-06,King Jewelry,4.0,1
2013-06,Light On The Way,4.0,1
2013-06,AMPM24,4.0,1
2013-06,Lenox,4.0,1
2013-06,KINGMAN.INC,4.0,1
2013-06,Pulsar,4.0,1
2013-06,GGI INTERNATIONAL,4.0,7
2013-06,Angelina,4.0,7
2013-06,ShoeLacesExpress,4.0,2
2013-06,Update International,4.0,1
2013-06,BabyLegs,4.0,1
2013-06,Jobar International,4.0,1
2013-06,Scotchgard,4.0,1
2013-06,Paylak,4.0,2
2013-06,Dearfoams,4.0,1
2013-06,Online-Welcome,4.0,1
2013-06,Cherry,4.0,1
2013-06,Gerber,4.0,1
2013-06,Rainkist,4.0,1
2013-06,Bravo-Fit,4.0,5
2013-06,Tommy Hilfiger,4.0,1
